cuisines,establishment_types,currency,featured_image,average_cost_for_two,deeplink,thumb,is_delivering_now,menu_url,photos_url,user_rating,offers,location,has_table_booking,events_url,price_range,name,has_online_delivery,url
American  Seafood  Steak,,$,https://b.zmtcdn.com/data/pictures/8/16817448/b9ce8769246044b6b7952c72c6586af5_featured_v2.jpg,70,zomato://restaurant/16817448,https://b.zmtcdn.com/data/pictures/8/16817448/b9ce8769246044b6b7952c72c6586af5_featured_v2.jpg,0,https://www.zomato.com/los-angeles/mastros-steakhouse-beverly-hills/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/los-angeles/mastros-steakhouse-beverly-hills/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,4.1,,246 N Canon Dr  Beverly Hills  CA 90210,0,https://www.zomato.com/los-angeles/mastros-steakhouse-beverly-hills/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,4,Mastro's Steakhouse,0,https://www.zomato.com/los-angeles/mastros-steakhouse-beverly-hills?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
Southern,,$,https://b.zmtcdn.com/data/pictures/8/16821118/94685d0e4d23db07dd7e73c21ad03ed2_featured_v2.jpg,10,zomato://restaurant/16821118,https://b.zmtcdn.com/data/pictures/8/16821118/94685d0e4d23db07dd7e73c21ad03ed2_featured_v2.jpg,0,https://www.zomato.com/los-angeles/roscoes-house-of-chicken-waffles-hollywood/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/los-angeles/roscoes-house-of-chicken-waffles-hollywood/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,4.4,,1514 N Gower St  Hollywood  CA 92802,0,https://www.zomato.com/los-angeles/roscoes-house-of-chicken-waffles-hollywood/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,1,Roscoe's House of Chicken & Waffles,0,https://www.zomato.com/los-angeles/roscoes-house-of-chicken-waffles-hollywood?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
American  Burger  Fast Food,,$,https://b.zmtcdn.com/data/pictures/5/16814205/e3aef16449a946d6a141e868bec6987d_featured_v2.jpg,10,zomato://restaurant/16814205,https://b.zmtcdn.com/data/pictures/5/16814205/e3aef16449a946d6a141e868bec6987d_featured_v2.jpg,0,https://www.zomato.com/los-angeles/in-n-out-burger-hollywood/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/los-angeles/in-n-out-burger-hollywood/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,4.2,,7009 Sunset Boulevard  Los Angeles  CA 90028,0,https://www.zomato.com/los-angeles/in-n-out-burger-hollywood/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,1,In-N-Out Burger,0,https://www.zomato.com/los-angeles/in-n-out-burger-hollywood?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
Breakfast  Sandwich,,$,https://b.zmtcdn.com/data/pictures/5/16819715/c2f908c7f04c5bc77588ee2ca779931a_featured_v2.jpg,10,zomato://restaurant/16819715,https://b.zmtcdn.com/data/pictures/5/16819715/c2f908c7f04c5bc77588ee2ca779931a_featured_v2.jpg,0,https://www.zomato.com/los-angeles/philippe-the-original-los-angeles/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/los-angeles/philippe-the-original-los-angeles/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,4.4,,1001 N Alameda St  Los Angeles  CA 90012,0,https://www.zomato.com/los-angeles/philippe-the-original-los-angeles/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,1,Philippe  The Original,0,https://www.zomato.com/los-angeles/philippe-the-original-los-angeles?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
German,,$,https://b.zmtcdn.com/data/pictures/6/16830386/0055292f326faf4c167fca73df79f25d_featured_v2.jpg,10,zomato://restaurant/16830386,https://b.zmtcdn.com/data/pictures/6/16830386/0055292f326faf4c167fca73df79f25d_featured_v2.jpg,0,https://www.zomato.com/los-angeles/wurstküche-los-angeles/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/los-angeles/wurstküche-los-angeles/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,4.9,,800 E 3rd St  Los Angeles  CA 90013,0,https://www.zomato.com/los-angeles/wurstküche-los-angeles/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,1,Wurstküche,0,https://www.zomato.com/los-angeles/wurstküche-los-angeles?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
Desserts,,$,https://b.zmtcdn.com/data/pictures/6/16822176/61baf440c7d0e80a3bd93cf4c89bc604_featured_v2.jpg,10,zomato://restaurant/16822176,https://b.zmtcdn.com/data/pictures/6/16822176/61baf440c7d0e80a3bd93cf4c89bc604_featured_v2.jpg,0,https://www.zomato.com/los-angeles/sprinkles-cupcakes-beverly-hills/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/los-angeles/sprinkles-cupcakes-beverly-hills/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,4.3,,9635 S Santa Monica Blvd  Beverly Hills  CA 90210,0,https://www.zomato.com/los-angeles/sprinkles-cupcakes-beverly-hills/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,1,Sprinkles Cupcakes,0,https://www.zomato.com/los-angeles/sprinkles-cupcakes-beverly-hills?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
American  Burger,,$,https://b.zmtcdn.com/data/pictures/9/16819859/bfce681ab69fd2da7c2d4796ffef56e0_featured_v2.jpg,10,zomato://restaurant/16819859,https://b.zmtcdn.com/data/pictures/9/16819859/bfce681ab69fd2da7c2d4796ffef56e0_featured_v2.jpg,0,https://www.zomato.com/los-angeles/pinks-hot-dogs-los-angeles/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/los-angeles/pinks-hot-dogs-los-angeles/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,4.1,,709 N La Brea Ave  Los Angeles  CA 90038,0,https://www.zomato.com/los-angeles/pinks-hot-dogs-los-angeles/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,1,Pink's Hot Dogs,0,https://www.zomato.com/los-angeles/pinks-hot-dogs-los-angeles?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
Italian,,$,https://b.zmtcdn.com/data/pictures/4/16831684/65b7fadec5b7a1d8232a5e4f4bcc8e15_featured_v2.jpg,40,zomato://restaurant/16831684,https://b.zmtcdn.com/data/pictures/4/16831684/65b7fadec5b7a1d8232a5e4f4bcc8e15_featured_v2.jpg,0,https://www.zomato.com/los-angeles/bottega-louie-downtown/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/los-angeles/bottega-louie-downtown/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,4.5,,700 S Grand Ave  Los Angeles  CA 90017,0,https://www.zomato.com/los-angeles/bottega-louie-downtown/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,3,Bottega Louie,0,https://www.zomato.com/los-angeles/bottega-louie-downtown?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
American  Breakfast  Coffee and Tea,,$,https://b.zmtcdn.com/data/pictures/8/16813268/a58a57320ae0b83ab7282899ddd7332c_featured_v2.jpg,25,zomato://restaurant/16813268,https://b.zmtcdn.com/data/pictures/8/16813268/a58a57320ae0b83ab7282899ddd7332c_featured_v2.jpg,0,https://www.zomato.com/los-angeles/the-griddle-cafe-west-hollywood/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/los-angeles/the-griddle-cafe-west-hollywood/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,4.5,,7916 W Sunset Blvd  West Hollywood  CA 90046,0,https://www.zomato.com/los-angeles/the-griddle-cafe-west-hollywood/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,2,The Griddle Cafe,0,https://www.zomato.com/los-angeles/the-griddle-cafe-west-hollywood?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
American,,$,https://b.zmtcdn.com/data/pictures/9/16825829/c85945df8a85fcf7551126bb3e39b9d0_featured_v2.jpg,25,zomato://restaurant/16825829,https://b.zmtcdn.com/data/pictures/9/16825829/c85945df8a85fcf7551126bb3e39b9d0_featured_v2.jpg,0,https://www.zomato.com/los-angeles/gjelina-venice/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/los-angeles/gjelina-venice/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,4.4,,1429 Abbot Kinney Blvd  Venice  CA 90291,0,https://www.zomato.com/los-angeles/gjelina-venice/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,2,Gjelina,0,https://www.zomato.com/los-angeles/gjelina-venice?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
Mexican  Taco,,$,https://b.zmtcdn.com/data/pictures/3/16823843/4b0cb78524948c00cfc56d3f5dba2555_featured_v2.jpg,25,zomato://restaurant/16823843,https://b.zmtcdn.com/data/pictures/3/16823843/4b0cb78524948c00cfc56d3f5dba2555_featured_v2.jpg,0,https://www.zomato.com/los-angeles/titos-tacos-mexican-restaurant-culver-city/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/los-angeles/titos-tacos-mexican-restaurant-culver-city/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,3.9,,11222 Washington Plaza  Culver City  CA 90230,0,https://www.zomato.com/los-angeles/titos-tacos-mexican-restaurant-culver-city/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,2,Tito's Tacos Mexican Restaurant,0,https://www.zomato.com/los-angeles/titos-tacos-mexican-restaurant-culver-city?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
Asian  California,,$,https://b.zmtcdn.com/data/pictures/2/16834332/59f28d290b9da9252599245ac7829ce6_featured_v2.jpg,10,zomato://restaurant/16834332,https://b.zmtcdn.com/data/pictures/2/16834332/59f28d290b9da9252599245ac7829ce6_featured_v2.jpg,0,https://www.zomato.com/los-angeles/komodo-los-angeles/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/los-angeles/komodo-los-angeles/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,3.6,,8809 W Pico Blvd  Los Angeles  CA 90035,0,https://www.zomato.com/los-angeles/komodo-los-angeles/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,1,Komodo,0,https://www.zomato.com/los-angeles/komodo-los-angeles?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
Italian  Pizza,,$,https://b.zmtcdn.com/data/pictures/4/16820124/2ed61579b60d04cf85219b26e349c5cc_featured_v2.jpg,40,zomato://restaurant/16820124,https://b.zmtcdn.com/data/pictures/4/16820124/2ed61579b60d04cf85219b26e349c5cc_featured_v2.jpg,0,https://www.zomato.com/los-angeles/pizzeria-mozza-los-angeles/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/los-angeles/pizzeria-mozza-los-angeles/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,4.6,,641 N Highland Ave  Los Angeles  CA 90036,0,https://www.zomato.com/los-angeles/pizzeria-mozza-los-angeles/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,3,Pizzeria Mozza,0,https://www.zomato.com/los-angeles/pizzeria-mozza-los-angeles?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
Japanese  Ramen,,$,https://b.zmtcdn.com/data/pictures/6/16819026/099d22a42229190fa3b139dc799b7c93_featured_v2.jpg,10,zomato://restaurant/16819026,https://b.zmtcdn.com/data/pictures/6/16819026/099d22a42229190fa3b139dc799b7c93_featured_v2.jpg,0,https://www.zomato.com/los-angeles/orochon-ramen-los-angeles/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/los-angeles/orochon-ramen-los-angeles/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,4.6,,123 Astronaut E S Onizuka St  Los Angeles  CA 90012,0,https://www.zomato.com/los-angeles/orochon-ramen-los-angeles/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,1,Orochon Ramen,0,https://www.zomato.com/los-angeles/orochon-ramen-los-angeles?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
American  Desserts,,$,https://b.zmtcdn.com/data/pictures/9/16817969/ff02f97178f8a33317a68319fc70c588_featured_v2.jpg,10,zomato://restaurant/16817969,https://b.zmtcdn.com/data/pictures/9/16817969/ff02f97178f8a33317a68319fc70c588_featured_v2.jpg,0,https://www.zomato.com/los-angeles/milk-los-angeles/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/los-angeles/milk-los-angeles/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,4.3,,7290 Beverly Blvd  Los Angeles  CA 90036,0,https://www.zomato.com/los-angeles/milk-los-angeles/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,1,Milk,0,https://www.zomato.com/los-angeles/milk-los-angeles?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
Mexican,,$,,25,zomato://restaurant/16811997,,0,https://www.zomato.com/los-angeles/el-tepeyac-café-los-angeles/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/los-angeles/el-tepeyac-café-los-angeles/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,4.6,,812 N Evergreen Ave  Los Angeles  CA 90033,0,https://www.zomato.com/los-angeles/el-tepeyac-café-los-angeles/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,2,El Tepeyac Café,0,https://www.zomato.com/los-angeles/el-tepeyac-café-los-angeles?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
American,,$,,25,zomato://restaurant/16809791,,0,https://www.zomato.com/los-angeles/the-cheesecake-factory-beverly-hills/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/los-angeles/the-cheesecake-factory-beverly-hills/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,3.6,,364 N Beverly Dr  Beverly Hills  CA 90210,0,https://www.zomato.com/los-angeles/the-cheesecake-factory-beverly-hills/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,2,The Cheesecake Factory,0,https://www.zomato.com/los-angeles/the-cheesecake-factory-beverly-hills?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
Desserts,,$,https://b.zmtcdn.com/data/pictures/7/16810917/ec5b925f76d813235f07d1ebf3274269_featured_v2.jpg,10,zomato://restaurant/16810917,https://b.zmtcdn.com/data/pictures/7/16810917/ec5b925f76d813235f07d1ebf3274269_featured_v2.jpg,0,https://www.zomato.com/los-angeles/diddy-riese-cookies-los-angeles/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/los-angeles/diddy-riese-cookies-los-angeles/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,4.6,,926 Broxton Ave  Los Angeles  CA 90024,0,https://www.zomato.com/los-angeles/diddy-riese-cookies-los-angeles/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,1,Diddy Riese Cookies,0,https://www.zomato.com/los-angeles/diddy-riese-cookies-los-angeles?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
California,,$,https://b.zmtcdn.com/data/pictures/6/16822116/7d2c1b94a9a41b22fc62b86ff1c72138_featured_v2.jpg,70,zomato://restaurant/16822116,https://b.zmtcdn.com/data/pictures/6/16822116/7d2c1b94a9a41b22fc62b86ff1c72138_featured_v2.jpg,0,https://www.zomato.com/los-angeles/spago-1-beverly-hills/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/los-angeles/spago-1-beverly-hills/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,4.0,,176 N Canon Dr  Beverly Hills  CA 90210,0,https://www.zomato.com/los-angeles/spago-1-beverly-hills/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,4,Spago,0,https://www.zomato.com/los-angeles/spago-1-beverly-hills?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
Japanese,,$,https://b.zmtcdn.com/data/pictures/9/16810579/38f65c80377ba1acda37c5889619e6e7_featured_v2.jpg,10,zomato://restaurant/16810579,https://b.zmtcdn.com/data/pictures/9/16810579/38f65c80377ba1acda37c5889619e6e7_featured_v2.jpg,0,https://www.zomato.com/los-angeles/daikokuya-los-angeles/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/los-angeles/daikokuya-los-angeles/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,4.5,,327 E 1st St  Los Angeles  CA 90012,0,https://www.zomato.com/los-angeles/daikokuya-los-angeles/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,1,Daikokuya,0,https://www.zomato.com/los-angeles/daikokuya-los-angeles?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
Spanish  Tapas,,$,https://b.zmtcdn.com/data/pictures/7/16830337/45f3eb8e74b8eba525c0b32f30a89d4e_featured_v2.jpg,70,zomato://restaurant/16830337,https://b.zmtcdn.com/data/pictures/7/16830337/45f3eb8e74b8eba525c0b32f30a89d4e_featured_v2.jpg,0,https://www.zomato.com/los-angeles/the-bazaar-by-josé-andrés-los-angeles/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/los-angeles/the-bazaar-by-josé-andrés-los-angeles/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,4.3,,465 S La Cienega Blvd  Los Angeles  CA 90048,0,https://www.zomato.com/los-angeles/the-bazaar-by-josé-andrés-los-angeles/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,4,The Bazaar by José Andrés,0,https://www.zomato.com/los-angeles/the-bazaar-by-josé-andrés-los-angeles?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
Brazilian  Latin American  Pizza,,$,https://b.zmtcdn.com/data/pictures/0/16808460/814671a4d570973e28b1a44c86823bee_featured_v2.jpg,25,zomato://restaurant/16808460,https://b.zmtcdn.com/data/pictures/0/16808460/814671a4d570973e28b1a44c86823bee_featured_v2.jpg,0,https://www.zomato.com/los-angeles/bossa-nova-brazilian-cuisine-los-angeles/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/los-angeles/bossa-nova-brazilian-cuisine-los-angeles/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,4.3,,7181 W Sunset Blvd  Los Angeles  CA 90046,0,https://www.zomato.com/los-angeles/bossa-nova-brazilian-cuisine-los-angeles/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,2,Bossa Nova Brazilian Cuisine,0,https://www.zomato.com/los-angeles/bossa-nova-brazilian-cuisine-los-angeles?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
Burger  Desserts,,$,https://b.zmtcdn.com/data/pictures/2/16807372/50729f7af434197ccffa708b9a84f827_featured_v2.jpg,10,zomato://restaurant/16807372,https://b.zmtcdn.com/data/pictures/2/16807372/50729f7af434197ccffa708b9a84f827_featured_v2.jpg,0,https://www.zomato.com/los-angeles/the-apple-pan-los-angeles/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/los-angeles/the-apple-pan-los-angeles/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,4.2,,10801 W Pico Blvd  Los Angeles  CA 90064,0,https://www.zomato.com/los-angeles/the-apple-pan-los-angeles/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,1,The Apple Pan,0,https://www.zomato.com/los-angeles/the-apple-pan-los-angeles?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
American  Burger,,$,https://b.zmtcdn.com/data/pictures/7/16825707/ba230f562a965001b71b2e1bb6a4b3fd_featured_v2.jpg,25,zomato://restaurant/16825707,https://b.zmtcdn.com/data/pictures/7/16825707/ba230f562a965001b71b2e1bb6a4b3fd_featured_v2.jpg,0,https://www.zomato.com/los-angeles/fathers-office-los-angeles/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/los-angeles/fathers-office-los-angeles/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,4.1,,3229 Helms Ave  Los Angeles  CA 90034,0,https://www.zomato.com/los-angeles/fathers-office-los-angeles/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,2,Father's Office,0,https://www.zomato.com/los-angeles/fathers-office-los-angeles?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
Italian,,$,https://b.zmtcdn.com/data/pictures/5/16825525/d946c3a568403c0a1ba89a53483be7f0_featured_v2.jpg,70,zomato://restaurant/16825525,https://b.zmtcdn.com/data/pictures/5/16825525/d946c3a568403c0a1ba89a53483be7f0_featured_v2.jpg,0,https://www.zomato.com/los-angeles/osteria-mozza-hollywood/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/los-angeles/osteria-mozza-hollywood/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,4.1,,6602 Melrose Avenue  Hollywood  CA 90038,0,https://www.zomato.com/los-angeles/osteria-mozza-hollywood/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,4,Osteria Mozza,0,https://www.zomato.com/los-angeles/osteria-mozza-hollywood?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
California,,$,https://b.zmtcdn.com/data/pictures/5/16813295/0fc976024e9e8d60424a4553c36d5a0f_featured_v2.jpg,25,zomato://restaurant/16813295,https://b.zmtcdn.com/data/pictures/5/16813295/0fc976024e9e8d60424a4553c36d5a0f_featured_v2.jpg,0,https://www.zomato.com/los-angeles/grub-los-angeles/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/los-angeles/grub-los-angeles/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,4.1,,911 Seward St  Los Angeles  CA 90038,0,https://www.zomato.com/los-angeles/grub-los-angeles/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,2,Grub,0,https://www.zomato.com/los-angeles/grub-los-angeles?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
American,,$,https://b.zmtcdn.com/data/pictures/8/16825758/57758b6b77de7b82f8433642fcdb3506_featured_v2.jpg,40,zomato://restaurant/16825758,https://b.zmtcdn.com/data/pictures/8/16825758/57758b6b77de7b82f8433642fcdb3506_featured_v2.jpg,0,https://www.zomato.com/los-angeles/animal-los-angeles/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/los-angeles/animal-los-angeles/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,4.5,,435 N Fairfax Ave  Los Angeles  CA 90036,0,https://www.zomato.com/los-angeles/animal-los-angeles/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,3,Animal,0,https://www.zomato.com/los-angeles/animal-los-angeles?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
Korean,,$,https://b.zmtcdn.com/data/pictures/8/16831308/7fdabb6a67490074e7095b4ef603d087_featured_v2.jpg,10,zomato://restaurant/16831308,https://b.zmtcdn.com/data/pictures/8/16831308/7fdabb6a67490074e7095b4ef603d087_featured_v2.jpg,0,https://www.zomato.com/los-angeles/kogi-korean-bbq-los-angeles/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/los-angeles/kogi-korean-bbq-los-angeles/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,4.5,,Location Varies  Los Angeles  CA 90066,0,https://www.zomato.com/los-angeles/kogi-korean-bbq-los-angeles/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,1,Kogi Korean BBQ,0,https://www.zomato.com/los-angeles/kogi-korean-bbq-los-angeles?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
Cuban,,$,,25,zomato://restaurant/16824505,,0,https://www.zomato.com/los-angeles/versailles-culver-city/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/los-angeles/versailles-culver-city/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,4.0,,10319 Venice Blvd  Culver City  CA 90232,0,https://www.zomato.com/los-angeles/versailles-culver-city/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,2,Versailles,0,https://www.zomato.com/los-angeles/versailles-culver-city?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
American  Breakfast  Diner,,$,,25,zomato://restaurant/16825812,,0,https://www.zomato.com/los-angeles/kitchen-24-los-angeles/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/los-angeles/kitchen-24-los-angeles/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,4.1,,1608 N Cahuenga Blvd  Los Angeles  CA 90028,0,https://www.zomato.com/los-angeles/kitchen-24-los-angeles/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,2,Kitchen 24,0,https://www.zomato.com/los-angeles/kitchen-24-los-angeles?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
