cuisines,establishment_types,currency,featured_image,average_cost_for_two,deeplink,thumb,is_delivering_now,menu_url,photos_url,user_rating,offers,location,has_table_booking,events_url,price_range,name,has_online_delivery,url
Thai,,$,https://b.zmtcdn.com/data/pictures/2/16814832/29efd293177489a98dfc89dbb3af3320_featured_v2.jpg,25,zomato://restaurant/16814832,https://b.zmtcdn.com/data/pictures/2/16814832/29efd293177489a98dfc89dbb3af3320_featured_v2.jpg,0,https://www.zomato.com/los-angeles/jitlada-thai-los-angeles/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/los-angeles/jitlada-thai-los-angeles/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,4.0,,5233 W Sunset Blvd  Los Angeles  CA 90027,0,https://www.zomato.com/los-angeles/jitlada-thai-los-angeles/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,2,Jitlada Thai,0,https://www.zomato.com/los-angeles/jitlada-thai-los-angeles?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
Mexican,,$,https://b.zmtcdn.com/data/pictures/6/16825776/7cf885ea3545c11d1d958f5b9bc9da46_featured_v2.jpg,10,zomato://restaurant/16825776,https://b.zmtcdn.com/data/pictures/6/16825776/7cf885ea3545c11d1d958f5b9bc9da46_featured_v2.jpg,0,https://www.zomato.com/los-angeles/loteria-grill-1-los-angeles/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/los-angeles/loteria-grill-1-los-angeles/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,4.1,,6627 Hollywood Blvd  Los Angeles  CA 90028,0,https://www.zomato.com/los-angeles/loteria-grill-1-los-angeles/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,1,Loteria Grill,0,https://www.zomato.com/los-angeles/loteria-grill-1-los-angeles?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
Japanese  Sushi,,$,,70,zomato://restaurant/16817459,,0,https://www.zomato.com/los-angeles/matsuhisa-beverly-hills/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/los-angeles/matsuhisa-beverly-hills/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,4.1,,129 N La Cienega Blvd  Beverly Hills  CA 90211,0,https://www.zomato.com/los-angeles/matsuhisa-beverly-hills/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,4,Matsuhisa,0,https://www.zomato.com/los-angeles/matsuhisa-beverly-hills?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
American,,$,https://b.zmtcdn.com/data/pictures/4/16818564/2380e94645ce25933de534d1e098e50b_featured_v2.jpg,40,zomato://restaurant/16818564,https://b.zmtcdn.com/data/pictures/4/16818564/2380e94645ce25933de534d1e098e50b_featured_v2.jpg,0,https://www.zomato.com/los-angeles/nics-beverly-hills/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/los-angeles/nics-beverly-hills/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,3.7,,453 N Canon Dr  Beverly Hills  CA 90210,0,https://www.zomato.com/los-angeles/nics-beverly-hills/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,3,Nic's,0,https://www.zomato.com/los-angeles/nics-beverly-hills?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
Coffee and Tea  Tea,,$,https://b.zmtcdn.com/data/pictures/4/16824394/36bbab8537563be9e51e61d78742e808_featured_v2.jpg,25,zomato://restaurant/16824394,https://b.zmtcdn.com/data/pictures/4/16824394/36bbab8537563be9e51e61d78742e808_featured_v2.jpg,0,https://www.zomato.com/los-angeles/urth-caffé-west-hollywood/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/los-angeles/urth-caffé-west-hollywood/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,4.3,,8565 Melrose Ave  West Hollywood  CA 90069,0,https://www.zomato.com/los-angeles/urth-caffé-west-hollywood/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,2,Urth Caffé,0,https://www.zomato.com/los-angeles/urth-caffé-west-hollywood?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
American,,$,https://b.zmtcdn.com/data/pictures/0/16824260/607831e72f90b15f821c611efbf91df5_featured_v2.jpg,25,zomato://restaurant/16824260,https://b.zmtcdn.com/data/pictures/0/16824260/607831e72f90b15f821c611efbf91df5_featured_v2.jpg,0,https://www.zomato.com/los-angeles/truxtons-american-bistro-los-angeles/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/los-angeles/truxtons-american-bistro-los-angeles/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,4.1,,8611 Truxton Ave  Los Angeles  CA 90045,0,https://www.zomato.com/los-angeles/truxtons-american-bistro-los-angeles/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,2,Truxton's American Bistro,0,https://www.zomato.com/los-angeles/truxtons-american-bistro-los-angeles?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
Thai,,$,,10,zomato://restaurant/16819172,,0,https://www.zomato.com/los-angeles/palms-thai-los-angeles/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/los-angeles/palms-thai-los-angeles/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,4.1,,5900- Hollywood Blvd  Los Angeles  CA 90028,0,https://www.zomato.com/los-angeles/palms-thai-los-angeles/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,1,Palms Thai,0,https://www.zomato.com/los-angeles/palms-thai-los-angeles?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
American  Seafood  California,,$,https://b.zmtcdn.com/data/pictures/2/16834502/5ede12c10329f6201a0660f547d4e7dd_featured_v2.jpg,25,zomato://restaurant/16834502,https://b.zmtcdn.com/data/pictures/2/16834502/5ede12c10329f6201a0660f547d4e7dd_featured_v2.jpg,0,https://www.zomato.com/los-angeles/killer-shrimp-1-marina-del-rey/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/los-angeles/killer-shrimp-1-marina-del-rey/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,4.0,,4211 Admiralty Way  Marina Del Rey  CA 90292,0,https://www.zomato.com/los-angeles/killer-shrimp-1-marina-del-rey/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,2,Killer Shrimp,0,https://www.zomato.com/los-angeles/killer-shrimp-1-marina-del-rey?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
Mediterranean  Seafood  California,,$,,70,zomato://restaurant/16808941,,0,https://www.zomato.com/los-angeles/cafe-del-rey-marina-del-rey/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/los-angeles/cafe-del-rey-marina-del-rey/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,3.8,,4451 Admiralty Way  Marina Del Rey  CA 90292,0,https://www.zomato.com/los-angeles/cafe-del-rey-marina-del-rey/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,4,Cafe Del Rey,0,https://www.zomato.com/los-angeles/cafe-del-rey-marina-del-rey?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
Seafood,,$,https://b.zmtcdn.com/data/pictures/8/16834158/9493689e777506f36d09d325694e33df_featured_v2.jpg,40,zomato://restaurant/16834158,https://b.zmtcdn.com/data/pictures/8/16834158/9493689e777506f36d09d325694e33df_featured_v2.jpg,0,https://www.zomato.com/los-angeles/son-of-a-gun-restaurant-los-angeles/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/los-angeles/son-of-a-gun-restaurant-los-angeles/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,4.3,,8370 W 3rd St  Los Angeles  CA 90048,0,https://www.zomato.com/los-angeles/son-of-a-gun-restaurant-los-angeles/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,3,Son of a Gun Restaurant,0,https://www.zomato.com/los-angeles/son-of-a-gun-restaurant-los-angeles?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
French  Italian  Spanish,,$,https://b.zmtcdn.com/data/pictures/3/16834143/1f760a9f7d93c3878dfcc818be9b64c2_featured_v2.jpg,40,zomato://restaurant/16834143,https://b.zmtcdn.com/data/pictures/3/16834143/1f760a9f7d93c3878dfcc818be9b64c2_featured_v2.jpg,0,https://www.zomato.com/los-angeles/fig-olive-melrose-place-west-hollywood/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/los-angeles/fig-olive-melrose-place-west-hollywood/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,4.0,,8490 Melrose Pl  West Hollywood  CA 90069,0,https://www.zomato.com/los-angeles/fig-olive-melrose-place-west-hollywood/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,3,Fig & Olive Melrose Place,0,https://www.zomato.com/los-angeles/fig-olive-melrose-place-west-hollywood?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
Deli,,$,https://b.zmtcdn.com/data/pictures/1/16816171/3e78cca48c6fd2c4625bb6a5a315ceb9_featured_v2.jpg,25,zomato://restaurant/16816171,https://b.zmtcdn.com/data/pictures/1/16816171/3e78cca48c6fd2c4625bb6a5a315ceb9_featured_v2.jpg,0,https://www.zomato.com/los-angeles/langers-deli-los-angeles/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/los-angeles/langers-deli-los-angeles/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,4.4,,704 S Alvarado St  Los Angeles  CA 90057,0,https://www.zomato.com/los-angeles/langers-deli-los-angeles/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,2,Langer's Deli,0,https://www.zomato.com/los-angeles/langers-deli-los-angeles?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
American  Burger,,$,https://b.zmtcdn.com/data/pictures/9/16835219/2481a268c2298cdb49698b8a1bf1b93f_featured_v2.jpg,25,zomato://restaurant/16835219,https://b.zmtcdn.com/data/pictures/9/16835219/2481a268c2298cdb49698b8a1bf1b93f_featured_v2.jpg,0,https://www.zomato.com/los-angeles/umami-burger-3-los-angeles/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/los-angeles/umami-burger-3-los-angeles/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,4.4,,852 S Broadway  Los Angeles  CA 90015,0,https://www.zomato.com/los-angeles/umami-burger-3-los-angeles/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,2,Umami Burger,0,https://www.zomato.com/los-angeles/umami-burger-3-los-angeles?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
Peruvian,,$,https://b.zmtcdn.com/data/pictures/8/16834498/ce3f9209defde248189381cbf92f1097_featured_v2.jpg,40,zomato://restaurant/16834498,https://b.zmtcdn.com/data/pictures/8/16834498/ce3f9209defde248189381cbf92f1097_featured_v2.jpg,0,https://www.zomato.com/los-angeles/picca-peruvian-cantina-los-angeles/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/los-angeles/picca-peruvian-cantina-los-angeles/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,4.1,,9575 W Pico Blvd  Los Angeles  CA 90035,0,https://www.zomato.com/los-angeles/picca-peruvian-cantina-los-angeles/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,3,Picca Peruvian Cantina,0,https://www.zomato.com/los-angeles/picca-peruvian-cantina-los-angeles?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
American  Seafood  Steak,,$,https://b.zmtcdn.com/data/pictures/9/16808349/dd6d2d7137dfd3a211a81f3940ddb384_featured_v2.jpg,70,zomato://restaurant/16808349,https://b.zmtcdn.com/data/pictures/9/16808349/dd6d2d7137dfd3a211a81f3940ddb384_featured_v2.jpg,0,https://www.zomato.com/los-angeles/boa-steakhouse-west-hollywood/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/los-angeles/boa-steakhouse-west-hollywood/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,4.0,,9200 W Sunset Blvd  West Hollywood  CA 90069,0,https://www.zomato.com/los-angeles/boa-steakhouse-west-hollywood/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,4,BOA Steakhouse,0,https://www.zomato.com/los-angeles/boa-steakhouse-west-hollywood?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
Seafood,,$,https://b.zmtcdn.com/data/pictures/8/16814028/3731a4c719668a71e3f37538c95c2374_featured_v2.jpg,40,zomato://restaurant/16814028,https://b.zmtcdn.com/data/pictures/8/16814028/3731a4c719668a71e3f37538c95c2374_featured_v2.jpg,0,https://www.zomato.com/los-angeles/the-hungry-cat-los-angeles/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/los-angeles/the-hungry-cat-los-angeles/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,3.9,,1535 Vine St  Los Angeles  CA 90028,0,https://www.zomato.com/los-angeles/the-hungry-cat-los-angeles/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,3,The Hungry Cat,0,https://www.zomato.com/los-angeles/the-hungry-cat-los-angeles?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
American,,$,,25,zomato://restaurant/16809792,,0,https://www.zomato.com/los-angeles/the-cheesecake-factory-marina-del-rey/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/los-angeles/the-cheesecake-factory-marina-del-rey/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,3.8,,4142 Via Marina  Marina Del Rey  CA 90292,0,https://www.zomato.com/los-angeles/the-cheesecake-factory-marina-del-rey/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,2,The Cheesecake Factory,0,https://www.zomato.com/los-angeles/the-cheesecake-factory-marina-del-rey?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
American  International  Vegetarian,,$,,25,zomato://restaurant/16825581,,0,https://www.zomato.com/los-angeles/flore-vegan-cuisine-los-angeles/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/los-angeles/flore-vegan-cuisine-los-angeles/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,4.4,,3818 W Sunset Blvd  Los Angeles  CA 90026,0,https://www.zomato.com/los-angeles/flore-vegan-cuisine-los-angeles/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,2,Flore Vegan Cuisine,0,https://www.zomato.com/los-angeles/flore-vegan-cuisine-los-angeles?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
Mexican,,$,https://b.zmtcdn.com/data/pictures/3/16811523/c97e100bc2f4aeb2a9c1f2f61e21217d_featured_v2.jpg,25,zomato://restaurant/16811523,https://b.zmtcdn.com/data/pictures/3/16811523/c97e100bc2f4aeb2a9c1f2f61e21217d_featured_v2.jpg,0,https://www.zomato.com/los-angeles/el-cholo-the-original-los-angeles/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/los-angeles/el-cholo-the-original-los-angeles/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,4.2,,1121 S Western Ave  Los Angeles  CA 90006,0,https://www.zomato.com/los-angeles/el-cholo-the-original-los-angeles/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,2,El Cholo - The Original,0,https://www.zomato.com/los-angeles/el-cholo-the-original-los-angeles?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
American,,$,https://b.zmtcdn.com/data/pictures/2/16823852/6408042b37a272da74bc54608600e5fd_featured_v2.jpg,25,zomato://restaurant/16823852,https://b.zmtcdn.com/data/pictures/2/16823852/6408042b37a272da74bc54608600e5fd_featured_v2.jpg,0,https://www.zomato.com/los-angeles/toast-los-angeles/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/los-angeles/toast-los-angeles/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,4.1,,8221 W 3rd St  Los Angeles  CA 90048,0,https://www.zomato.com/los-angeles/toast-los-angeles/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,2,Toast,0,https://www.zomato.com/los-angeles/toast-los-angeles?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
Italian,,$,https://b.zmtcdn.com/data/pictures/8/16808828/11d0ab1cc02d9e28faa6121416be2f8a_featured_v2.jpg,25,zomato://restaurant/16808828,https://b.zmtcdn.com/data/pictures/8/16808828/11d0ab1cc02d9e28faa6121416be2f8a_featured_v2.jpg,0,https://www.zomato.com/los-angeles/c-o-cucina-marina-del-rey/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/los-angeles/c-o-cucina-marina-del-rey/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,4.1,,3016 Washington Blvd  Marina Del Rey  CA 90292,0,https://www.zomato.com/los-angeles/c-o-cucina-marina-del-rey/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,2,C & O Cucina,0,https://www.zomato.com/los-angeles/c-o-cucina-marina-del-rey?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
American  Breakfast  Sandwich,,$,,10,zomato://restaurant/16807555,,0,https://www.zomato.com/los-angeles/auntie-ems-kitchen-los-angeles/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/los-angeles/auntie-ems-kitchen-los-angeles/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,4.0,,4616 Eagle Rock Blvd  Los Angeles  CA 90041,0,https://www.zomato.com/los-angeles/auntie-ems-kitchen-los-angeles/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,1,Auntie Em's Kitchen,0,https://www.zomato.com/los-angeles/auntie-ems-kitchen-los-angeles?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
Steak  American,,$,,70,zomato://restaurant/16810520,,0,https://www.zomato.com/los-angeles/cut-beverly-hills/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/los-angeles/cut-beverly-hills/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,4.0,,9500 Wilshire Blvd  Beverly Hills  CA 90212,0,https://www.zomato.com/los-angeles/cut-beverly-hills/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,4,Cut,0,https://www.zomato.com/los-angeles/cut-beverly-hills?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
Southern,,$,,10,zomato://restaurant/16821120,,0,https://www.zomato.com/los-angeles/roscoes-house-of-chicken-waffles-1-los-angeles/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/los-angeles/roscoes-house-of-chicken-waffles-1-los-angeles/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,4.3,,5006 W Pico Blvd  Los Angeles  CA 90019,0,https://www.zomato.com/los-angeles/roscoes-house-of-chicken-waffles-1-los-angeles/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,1,Roscoe's House of Chicken & Waffles,0,https://www.zomato.com/los-angeles/roscoes-house-of-chicken-waffles-1-los-angeles?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
American  European  Steak,,$,https://b.zmtcdn.com/data/pictures/9/16818299/152206786e36d29748450e8ffee6bc5c_featured_v2.jpg,40,zomato://restaurant/16818299,https://b.zmtcdn.com/data/pictures/9/16818299/152206786e36d29748450e8ffee6bc5c_featured_v2.jpg,0,https://www.zomato.com/los-angeles/musso-frank-grill-hollywood/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/los-angeles/musso-frank-grill-hollywood/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,3.8,,6667 Hollywood Blvd  Hollywood  CA 90028,0,https://www.zomato.com/los-angeles/musso-frank-grill-hollywood/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,3,Musso & Frank Grill,0,https://www.zomato.com/los-angeles/musso-frank-grill-hollywood?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
Brazilian  Latin American  Pizza,,$,,25,zomato://restaurant/16808461,,0,https://www.zomato.com/los-angeles/bossa-nova-brazilian-cuisine-1-los-angeles/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/los-angeles/bossa-nova-brazilian-cuisine-1-los-angeles/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,4.1,,10982 W Pico Blvd  Los Angeles  CA 90064,0,https://www.zomato.com/los-angeles/bossa-nova-brazilian-cuisine-1-los-angeles/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,2,Bossa Nova Brazilian Cuisine,0,https://www.zomato.com/los-angeles/bossa-nova-brazilian-cuisine-1-los-angeles?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
Japanese  Desserts,,$,,35,zomato://restaurant/18416517,,0,https://www.zomato.com/los-angeles/tokyo-hamburg-wilshire-center/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/los-angeles/tokyo-hamburg-wilshire-center/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,0,,600 S New Hamphshire Avenue  Los Angeles  CA 90005,0,https://www.zomato.com/los-angeles/tokyo-hamburg-wilshire-center/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,3,Tokyo Hamburg,0,https://www.zomato.com/los-angeles/tokyo-hamburg-wilshire-center?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
Italian  Pizza,,$,https://b.zmtcdn.com/data/pictures/0/16809550/f78b1f14c126461be8763e71111094a9_featured_v2.jpg,10,zomato://restaurant/16809550,https://b.zmtcdn.com/data/pictures/0/16809550/f78b1f14c126461be8763e71111094a9_featured_v2.jpg,0,https://www.zomato.com/los-angeles/casa-bianca-pizza-pie-los-angeles/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/los-angeles/casa-bianca-pizza-pie-los-angeles/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,4.2,,1650 Colorado Blvd  Los Angeles  CA 90041,0,https://www.zomato.com/los-angeles/casa-bianca-pizza-pie-los-angeles/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,1,Casa Bianca Pizza Pie,0,https://www.zomato.com/los-angeles/casa-bianca-pizza-pie-los-angeles?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
Vegetarian,,$,,10,zomato://restaurant/16818411,,0,https://www.zomato.com/los-angeles/native-foods-cafe-los-angeles/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/los-angeles/native-foods-cafe-los-angeles/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,4.3,,1114 Gayley Ave  Los Angeles  CA 90024,0,https://www.zomato.com/los-angeles/native-foods-cafe-los-angeles/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,1,Native Foods Cafe,0,https://www.zomato.com/los-angeles/native-foods-cafe-los-angeles?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
